#    object_id            ra              dec               x                y          realized_flux         flux             mag            obj_type     
  10430000705087   7.57444829e+00  -4.47794530e+01   3.00528920e+03   1.57226635e+03   1.20000000e+01   1.13799668e+01   1.23831947e+01           galaxy
  10430000705797   7.63283433e+00  -4.47048611e+01   2.57914638e+03   4.52365100e+03   1.19000000e+02   1.07889606e+02   9.94109817e+00           galaxy
  10430000705988   7.65048290e+00  -4.47229107e+01   3.27879528e+03   4.27326783e+03   1.80400000e+03   1.77355875e+03   6.90143324e+00           galaxy
  10430000706471   7.61365438e+00  -4.46994589e+01   2.10860528e+03   4.39552162e+03   1.03000000e+02   9.22370731e+01   1.01112834e+01           galaxy
  10430000706517   7.50099250e+00  -4.46821142e+01  -3.61285795e+02   3.23554473e+03   3.60000000e+01   3.20843375e+01   1.12578145e+01           galaxy
  10430000706518   7.50030279e+00  -4.46830153e+01  -3.55815471e+02   3.20011492e+03   2.30000000e+01   2.25734653e+01   1.16395516e+01           galaxy
  10430000707270   7.61630624e+00  -4.46987820e+01   2.14461563e+03   4.45331258e+03   2.03000000e+03   1.99805636e+03   6.77202785e+00           galaxy
  10430000707280   7.59173868e+00  -4.47436987e+01   2.59984163e+03   2.83060042e+03   5.40000000e+02   5.21283581e+02   8.23086208e+00           galaxy
  10430000707281   7.59262181e+00  -4.47428077e+01   2.59823194e+03   2.86856587e+03   2.80000000e+01   4.07113587e+01   1.09992582e+01           galaxy
  10430000707282   7.59393354e+00  -4.47443456e+01   2.65423812e+03   2.84445363e+03   1.30000000e+01   1.26510739e+01   1.22682287e+01           galaxy
  10430000707343   7.56211521e+00  -4.48011175e+01   3.21638737e+03   7.82823015e+02   4.47000000e+02   4.29385112e+02   8.44142974e+00           galaxy
  10430000707674   7.57690461e+00  -4.48293994e+01   4.07098305e+03   2.03077139e+02   8.20000000e+02   7.98395294e+02   7.76800227e+00           galaxy
  10430000708100   7.62413574e+00  -4.48084200e+01   4.52822497e+03   1.48216233e+03   7.70000000e+01   6.59577627e+01   1.04753824e+01           galaxy
  10430000708173   7.54967183e+00  -4.47329079e+01   1.59009797e+03   2.51950531e+03   8.44000000e+02   8.21401083e+02   7.73715901e+00           galaxy
  10430000708562   7.62519665e+00  -4.48087583e+01   4.55502009e+03   1.48811124e+03   6.50000000e+01   5.34917473e+01   1.07028302e+01           galaxy
  10430000708563   7.62581081e+00  -4.48097220e+01   4.58619637e+03   1.46994257e+03   8.95800000e+03   8.89430304e+03   5.15076739e+00           galaxy
  10430000710056   7.46673239e+00  -4.47823215e+01   1.04493199e+03  -8.23879251e+01   4.13000000e+02   3.96586192e+02   8.52770322e+00           galaxy
  10430000710057   7.46629151e+00  -4.47829974e+01   1.05049400e+03  -1.07829363e+02   1.92170000e+04   1.91249914e+04   4.31954407e+00           galaxy
  10430000710058   7.46519355e+00  -4.47823759e+01   1.01721694e+03  -1.06423290e+02   3.69300000e+03   3.65046219e+03   6.11767755e+00           galaxy
  10430000710070   7.59462585e+00  -4.47956707e+01   3.71470804e+03   1.41050607e+03   1.09200000e+03   1.06690246e+03   7.45323540e+00           galaxy
  10430000711342   7.63188567e+00  -4.47759051e+01   4.01036966e+03   2.51028021e+03   5.05000000e+02   4.86649053e+02   8.30550748e+00           galaxy
  10430000711702   7.48955038e+00  -4.47934100e+01   1.69911725e+03  -6.04173547e+01   3.12000000e+02   2.96414660e+02   8.84379799e+00           galaxy
  10430000711704   7.49020314e+00  -4.47946518e+01   1.73672981e+03  -8.57796075e+01   4.10200000e+03   4.05721669e+03   6.00297668e+00           galaxy
  10430000712304   7.45462309e+00  -4.47902928e+01   9.81142184e+02  -4.83505747e+02   2.53000000e+02   2.39366278e+02   9.07588978e+00           galaxy
  10430000713388   7.54409484e+00  -4.47305551e+01   1.43739813e+03   2.50414577e+03   6.50000000e+01   5.41082748e+01   1.06903880e+01           galaxy
  10430000713389   7.54552197e+00  -4.47303102e+01   1.45917532e+03   2.53189619e+03   2.20700000e+03   2.17305792e+03   6.68086894e+00           galaxy
  10430000713390   7.54592114e+00  -4.47314724e+01   1.49040312e+03   2.50504651e+03   3.67000000e+02   3.50561063e+02   8.66163800e+00           galaxy
  10430000713458   7.49646348e+00  -4.46905850e+01  -2.73156787e+02   2.93110895e+03   5.52000000e+02   5.33154713e+02   8.20641406e+00           galaxy
  10430000713742   7.51790207e+00  -4.48187899e+01   2.74892641e+03  -3.59685596e+02   4.66800000e+03   4.62132629e+03   5.86163061e+00           galaxy
  10430000714403   7.63517283e+00  -4.47491551e+01   3.52647512e+03   3.31112275e+03   3.86000000e+02   3.69418824e+02   8.60474964e+00           galaxy
  10430000714600   7.60807926e+00  -4.48049183e+01   4.15569115e+03   1.34655982e+03   5.16100000e+03   5.11126659e+03   5.75222586e+00           galaxy
  10430000714607   7.50825742e+00  -4.47462085e+01   1.08496315e+03   1.53999085e+03   2.24000000e+02   2.10534138e+02   9.21524087e+00           galaxy
  10430000715387   7.53684535e+00  -4.47975259e+01   2.66941125e+03   5.14875535e+02   2.24000000e+02   2.10147309e+02   9.21723761e+00           galaxy
  10430000715402   7.65735100e+00  -4.47495599e+01   3.95114820e+03   3.62329745e+03   8.63000000e+02   8.40347382e+02   7.71240006e+00           galaxy
  10430000715404   7.65767135e+00  -4.47523822e+01   4.01470610e+03   3.54851781e+03   2.29000000e+02   2.14959180e+02   9.19265720e+00           galaxy
  10430000715405   7.65843352e+00  -4.47505613e+01   3.99189326e+03   3.61089538e+03   1.64000000e+02   1.51182632e+02   9.57479244e+00           galaxy
  10430000715406   7.65791742e+00  -4.47506710e+01   3.98443938e+03   3.60027818e+03   1.61140000e+04   1.60299207e+04   4.51121875e+00           galaxy
  10430000715407   7.65915865e+00  -4.47514006e+01   4.02262011e+03   3.59784581e+03   1.30000000e+01   1.23425764e+01   1.22950326e+01           galaxy
  10430000716589   7.67982695e+00  -4.47597739e+01   4.58141839e+03   3.66349066e+03   1.27000000e+02   1.14917799e+02   9.87257894e+00           galaxy
  10430000716826   7.54263982e+00  -4.47517903e+01   1.84383468e+03   1.88569107e+03   1.72100000e+03   1.69052731e+03   6.95349171e+00           galaxy
  10430000716828   7.53695210e+00  -4.47548123e+01   1.79888577e+03   1.71758274e+03   8.38000000e+02   8.15683886e+02   7.74474248e+00           galaxy
  10430000717065   7.53608805e+00  -4.47364335e+01   1.40724679e+03   2.22177798e+03   5.70000000e+01   4.55996716e+01   1.08761429e+01           galaxy
  10430000717066   7.53613661e+00  -4.47357319e+01   1.39382570e+03   2.24221768e+03   1.07000000e+03   1.04578945e+03   7.47493655e+00           galaxy
  10430000717071   7.53765158e+00  -4.47321905e+01   1.34990602e+03   2.36395674e+03   2.73000000e+02   2.58821428e+02   8.99104662e+00           galaxy
  10430000717078   7.51023950e+00  -4.46679139e+01  -4.77890002e+02   3.77015778e+03   5.87600000e+03   5.82385855e+03   5.61052014e+00           galaxy
  10430000717079   7.51069618e+00  -4.46679721e+01  -4.68125526e+02   3.77520968e+03   2.51000000e+02   2.37208209e+02   9.08572290e+00           galaxy
  10430000717422   7.44742685e+00  -4.47395746e+01  -1.91140386e+02   8.36335453e+02   3.13000000e+02   2.98014919e+02   8.83795218e+00           galaxy
  10430000717423   7.44770263e+00  -4.47398318e+01  -1.80710888e+02   8.33147614e+02   7.22800000e+03   7.17072058e+03   5.38464019e+00           galaxy
  10430000717473   7.57744431e+00  -4.47830834e+01   3.13558747e+03   1.51387871e+03   1.28000000e+02   1.16759129e+02   9.85532008e+00           galaxy
  10430000717474   7.57734700e+00  -4.47828683e+01   3.12937104e+03   1.51850975e+03   4.25800000e+03   4.21314726e+03   5.96203059e+00           galaxy
  10430000717483   7.46385702e+00  -4.47852161e+01   1.05026367e+03  -2.05786460e+02   3.30000000e+01   2.86149721e+01   1.13820639e+01           galaxy
  10430000717484   7.46432264e+00  -4.47861487e+01   1.07805829e+03  -2.25185583e+02   4.10000000e+01   2.61734521e+01   1.14788947e+01           galaxy
  10430000717485   7.46460537e+00  -4.47871588e+01   1.10401313e+03  -2.49439065e+02   3.90000000e+01   3.48468437e+01   1.11681386e+01           galaxy
  10430000717486   7.46431160e+00  -4.47870952e+01   1.09720907e+03  -2.51946932e+02   2.14350000e+04   2.13384652e+04   4.20063924e+00           galaxy
  10430000717488   7.46768068e+00  -4.47868988e+01   1.15630081e+03  -1.97155768e+02   3.12100000e+03   3.08179212e+03   6.30153884e+00           galaxy
  10430000717625   7.47063260e+00  -4.47675455e+01   8.15845004e+02   3.89921325e+02   4.15000000e+02   3.98735295e+02   8.52183549e+00           galaxy
  10430000719064   7.53294088e+00  -4.46926435e+01   4.53638254e+02   3.40713239e+03   2.22000000e+02   2.08761225e+02   9.22442260e+00           galaxy
  10430000719066   7.53360479e+00  -4.46940166e+01   4.94152532e+02   3.37823523e+03   8.62200000e+03   8.55949082e+03   5.19242737e+00           galaxy
  10430000719067   7.53108403e+00  -4.46935200e+01   4.36683926e+02   3.35531613e+03   2.11300000e+03   2.07990737e+03   6.72843721e+00           galaxy
  10430000721256   7.41943465e+00  -4.47676748e+01  -1.40670768e+02  -3.62965356e+02   7.90000000e+01   6.84211046e+01   1.04355720e+01           galaxy
  10430000721647   7.46738631e+00  -4.47592052e+01   5.84456371e+02   5.76823087e+02   3.13000000e+02   2.97894921e+02   8.83838945e+00           galaxy
  10430000721755   7.56411654e+00  -4.47360963e+01   1.92626203e+03   2.64094214e+03   2.37000000e+02   2.23284837e+02   9.15139911e+00           galaxy
  10430000721757   7.56957088e+00  -4.47364256e+01   2.03534329e+03   2.71137916e+03   7.90000000e+01   6.81246362e+01   1.04402867e+01           galaxy
  10430000721758   7.56459495e+00  -4.47348374e+01   1.90953498e+03   2.68334334e+03   3.32000000e+02   3.16806928e+02   8.77156051e+00           galaxy
  10430000721759   7.56353718e+00  -4.47358105e+01   1.90955472e+03   2.64051406e+03   3.30000000e+01   2.83102537e+01   1.13936878e+01           galaxy
  10430000721760   7.56886173e+00  -4.47344919e+01   1.98255560e+03   2.75540911e+03   2.60900000e+03   2.57289354e+03   6.49749265e+00           galaxy
  10430000721761   7.56412551e+00  -4.47360601e+01   1.92569167e+03   2.64209074e+03   2.54000000e+02   2.39609931e+02   9.07478516e+00           galaxy
  10430000721762   7.56350294e+00  -4.47361447e+01   1.91573659e+03   2.63061289e+03   1.63000000e+02   1.50907642e+02   9.57676911e+00           galaxy
  10430000721763   7.55825571e+00  -4.47371870e+01   1.83855542e+03   2.52461488e+03   5.83000000e+02   5.64062870e+02   8.14522841e+00           galaxy
  10430000721765   7.56345547e+00  -4.47370109e+01   1.93253163e+03   2.60555600e+03   2.76000000e+02   2.61933202e+02   8.97807081e+00           galaxy
  10430000721766   7.56458623e+00  -4.47340870e+01   1.89404970e+03   2.70432263e+03   2.20000000e+01   2.16231352e+01   1.16862505e+01           galaxy
  10430000721768   7.55973681e+00  -4.47376482e+01   1.87576620e+03   2.53328612e+03   2.00000000e+01   1.96030603e+01   1.17927375e+01           galaxy
  10430000721770   7.56451132e+00  -4.47360533e+01   1.93279326e+03   2.64791911e+03   1.11770000e+04   1.11064416e+04   4.90960985e+00           galaxy
  10430000721771   7.56761211e+00  -4.47348889e+01   1.96720802e+03   2.72598412e+03   2.10000000e+02   1.96884309e+02   9.28801942e+00           galaxy
  10430000721772   7.56978366e+00  -4.47371249e+01   2.05361321e+03   2.69481820e+03   2.20000000e+01   2.12838481e+01   1.17034218e+01           galaxy
  10430000721773   7.56275630e+00  -4.47359630e+01   1.89801559e+03   2.62481245e+03   1.94200000e+03   1.91065284e+03   6.82059273e+00           galaxy
  10430000721774   7.56633068e+00  -4.47382541e+01   2.01187054e+03   2.61260067e+03   1.71000000e+02   1.58591972e+02   9.52284419e+00           galaxy
  10430000721775   7.56112823e+00  -4.47368825e+01   1.88623854e+03   2.57515938e+03   2.69700000e+03   2.66026765e+03   6.46123386e+00           galaxy
  10430000721776   7.56404553e+00  -4.47355145e+01   1.91305057e+03   2.65626811e+03   8.41000000e+02   8.18858582e+02   7.74052493e+00           galaxy
  10430000721777   7.55974882e+00  -4.47371225e+01   1.86525500e+03   2.54825040e+03   1.30000000e+02   1.18267081e+02   9.84138750e+00           galaxy
  10430000721778   7.56354234e+00  -4.47359166e+01   1.91181882e+03   2.63760410e+03   3.73180000e+04   3.71910306e+04   3.59745166e+00           galaxy
  10430000721780   7.56297493e+00  -4.47356947e+01   1.89663873e+03   2.63555542e+03   3.20000000e+01   2.71087605e+01   1.14407730e+01           galaxy
  10430000721979   7.65477965e+00  -4.47527381e+01   3.96766536e+03   3.49631978e+03   1.45000000e+02   1.33384301e+02   9.71078540e+00           galaxy
  10430000722065   7.49599460e+00  -4.48054790e+01   2.06654468e+03  -3.05495466e+02   8.50000000e+02   8.28289632e+02   7.72809163e+00           galaxy
  10430000722587   7.59954320e+00  -4.48282579e+01   4.47193047e+03   5.65348870e+02   4.29000000e+02   4.11781538e+02   8.48688001e+00           galaxy
  10430000722611   7.60211614e+00  -4.47911691e+01   3.76330726e+03   1.64645253e+03   4.95000000e+03   4.90174833e+03   5.79766967e+00           galaxy
  10430000723739   7.58730390e+00  -4.48088632e+01   3.84668551e+03   9.32514249e+02   2.40000000e+02   2.26494486e+02   9.13590311e+00           galaxy
  10430000723754   7.42591577e+00  -4.47503965e+01  -3.72848976e+02   2.17318447e+02   2.18000000e+02   2.04949106e+02   9.24443212e+00           galaxy
  10430000724864   7.50201034e+00  -4.47133014e+01   2.95242712e+02   2.37371421e+03   2.31000000e+02   2.16838313e+02   9.18320714e+00           galaxy
  10430000724865   7.50185133e+00  -4.47122731e+01   2.71242870e+02   2.40029385e+03   5.04900000e+03   4.99969138e+03   5.77618920e+00           galaxy
  10430000724870   7.57043406e+00  -4.47674161e+01   2.68425758e+03   1.85225004e+03   3.60000000e+01   3.22077494e+01   1.12536462e+01           galaxy
  10430000724871   7.56941608e+00  -4.47678819e+01   2.67467363e+03   1.82428153e+03   3.30000000e+01   2.33660989e+01   1.16020817e+01           galaxy
  10430000725052   7.46149849e+00  -4.47346472e+01  -2.81388199e+01   1.18080077e+03   3.23000000e+02   3.07562559e+02   8.80371353e+00           galaxy
  10430000725190   7.58017279e+00  -4.47847021e+01   3.21979875e+03   1.50817015e+03   7.49000000e+02   7.28350267e+02   7.86769648e+00           galaxy
  10430000725278   7.59515710e+00  -4.47171635e+01   2.12245907e+03   3.62710529e+03   2.36000000e+02   2.21826968e+02   9.15851133e+00           galaxy
  10430000725416   7.44725019e+00  -4.47448402e+01  -8.67359496e+01   6.85793678e+02   1.18000000e+02   1.06547553e+02   9.95468849e+00           galaxy
  10430000725418   7.44862256e+00  -4.47450682e+01  -5.63507798e+01   6.99478079e+02   6.35000000e+02   6.15193369e+02   8.05101808e+00           galaxy
  10430000725602   7.52082166e+00  -4.48036028e+01   2.49330083e+03   1.09966176e+02   1.70700000e+03   1.67724714e+03   6.96205454e+00           galaxy
  10430000726385   7.46250671e+00  -4.47876442e+01   1.07462920e+03  -2.93772061e+02   1.00000000e+02   8.88408681e+01   1.01520152e+01           galaxy
  10430000726386   7.46251164e+00  -4.47876354e+01   1.07454057e+03  -2.93451385e+02   4.79700000e+03   4.74897453e+03   5.83204759e+00           galaxy
  10430000726726   7.47301529e+00  -4.47406391e+01   3.10311806e+02   1.18097417e+03   6.99400000e+03   6.93708484e+03   5.42060468e+00           galaxy
  10430000726890   7.56665908e+00  -4.47030368e+01   1.29897925e+03   3.60800321e+03   4.68100000e+03   4.63402904e+03   5.85865031e+00           galaxy
  10430000728222   7.54894359e+00  -4.47951864e+01   2.84837442e+03   7.57342253e+02   1.12000000e+02   1.01037652e+02   1.00123391e+01           galaxy
  10430000728223   7.54914821e+00  -4.47941887e+01   2.83183344e+03   7.88389682e+02   6.50000000e+01   5.42449177e+01   1.06876496e+01           galaxy
  10430000728224   7.54942891e+00  -4.47943731e+01   2.84086219e+03   7.87300615e+02   4.72700000e+03   4.67926853e+03   5.84810227e+00           galaxy
  10430000728318   7.52165615e+00  -4.47992031e+01   2.41903991e+03   2.45862187e+02   9.99000000e+02   9.75230143e+02   7.55077940e+00           galaxy
  10430000728457   7.51393526e+00  -4.48007068e+01   2.30510139e+03   9.07938042e+01   3.40000000e+01   2.99234908e+01   1.13335166e+01           galaxy
  10430000728458   7.51364416e+00  -4.48005693e+01   2.29683789e+03   9.04064575e+01   2.10000000e+01   2.06993730e+01   1.17336542e+01           galaxy
  10430000728642   7.56945547e+00  -4.47972476e+01   3.27496728e+03   9.98823274e+02   2.54500000e+03   2.50914941e+03   6.52473089e+00           galaxy
  10430000728787   7.59095375e+00  -4.47426457e+01   2.56361893e+03   2.84876174e+03   8.57000000e+02   8.34602586e+02   7.71984788e+00           galaxy
  10430000729301   7.66951428e+00  -4.47496539e+01   4.18147961e+03   3.79805497e+03   6.20000000e+01   5.05118850e+01   1.07650633e+01           galaxy
  10430000730245   7.52187327e+00  -4.47414971e+01   1.24404508e+03   1.87156348e+03   1.99000000e+02   1.85934101e+02   9.35014957e+00           galaxy
  10430000730875   7.68751643e+00  -4.47497032e+01   4.52059501e+03   4.05916634e+03   8.40000000e+01   7.26899928e+01   1.03698606e+01           galaxy
  10430000730913   7.55942240e+00  -4.47452969e+01   2.02605259e+03   2.31356068e+03   2.52000000e+02   2.38149955e+02   9.08142093e+00           galaxy
  10430000730914   7.55985026e+00  -4.47456819e+01   2.04194126e+03   2.30898415e+03   2.10000000e+01   2.03780422e+01   1.17506410e+01           galaxy
  10430000730921   7.54463529e+00  -4.47340627e+01   1.51918150e+03   2.41340292e+03   4.45000000e+02   4.27705922e+02   8.44568403e+00           galaxy
  10430000731188   7.52542245e+00  -4.47299323e+01   1.07433712e+03   2.24863509e+03   2.23000000e+02   2.09206245e+02   9.22211058e+00           galaxy
  10430000731283   7.53556811e+00  -4.47108754e+01   8.75399081e+02   2.93288304e+03   1.89000000e+02   1.76062080e+02   9.40938262e+00           galaxy
  10430000731349   7.64599119e+00  -4.47459715e+01   3.66467294e+03   3.55858402e+03   2.30000000e+02   2.16162736e+02   9.18659512e+00           galaxy
  10430000732004   7.51018866e+00  -4.47815186e+01   1.84277686e+03   5.75518060e+02   2.94000000e+02   2.79315124e+02   8.90831106e+00           galaxy
  10430000732006   7.67735630e+00  -4.47380049e+01   4.09133327e+03   4.24040389e+03   9.11000000e+02   8.88152923e+02   7.65232782e+00           galaxy
  10430000732269   7.55973373e+00  -4.48444162e+01   4.05590865e+03  -4.69798133e+02   8.70000000e+01   7.56512480e+01   1.03265069e+01           galaxy
  10430000733122   7.54336377e+00  -4.47694140e+01   2.21738239e+03   1.40064753e+03   2.21700000e+03   2.18310778e+03   6.67585925e+00           galaxy
  10430000733212   7.52316196e+00  -4.48221009e+01   2.91510098e+03  -3.75974201e+02   2.92000000e+02   2.77602964e+02   8.91498694e+00           galaxy
  10430000733987   7.62264087e+00  -4.47440484e+01   3.18703939e+03   3.27194683e+03   4.28800000e+03   4.24237387e+03   5.95452484e+00           galaxy
  10430000733988   7.62417512e+00  -4.47437241e+01   3.20922668e+03   3.30346945e+03   1.70000000e+02   1.57863916e+02   9.52784001e+00           galaxy
  10430000733989   7.62227522e+00  -4.47427991e+01   3.15468919e+03   3.30176831e+03   1.28000000e+02   1.16463234e+02   9.85807508e+00           galaxy
  10430000733990   7.62419581e+00  -4.47439908e+01   3.21505628e+03   3.29626450e+03   5.78200000e+03   5.73025487e+03   5.62811234e+00           galaxy
  10430000734065   7.55550485e+00  -4.48238579e+01   3.55687433e+03   4.67351037e+01   1.03000000e+02   9.17389946e+01   1.01171623e+01           galaxy
  10430000734335   7.68617196e+00  -4.47440095e+01   4.37931115e+03   4.19988911e+03   3.60000000e+01   3.18034421e+01   1.12673619e+01           galaxy
  10430000734336   7.68545581e+00  -4.47435631e+01   4.35676200e+03   4.20201572e+03   4.20000000e+01   2.63832399e+01   1.14702269e+01           galaxy
  10430000735823   7.57243391e+00  -4.47913811e+01   3.21103585e+03   1.20731922e+03   7.84000000e+02   7.62535127e+02   7.81789755e+00           galaxy
  10430000735856   7.41671019e+00  -4.47599695e+01  -3.49399038e+02  -1.86405219e+02   2.22000000e+02   2.08866185e+02   9.22387686e+00           galaxy
  10430000736208   7.57518594e+00  -4.47798034e+01   3.02627509e+03   1.57317989e+03   2.28000000e+02   2.14663161e+02   9.19415339e+00           galaxy
  10430000736704   7.69475303e+00  -4.47465488e+01   4.59225293e+03   4.25349376e+03   1.80000000e+01   1.76184552e+01   1.19086276e+01           galaxy
  10430000736823   7.41828573e+00  -4.47658038e+01  -2.00481054e+02  -3.27228211e+02   3.17000000e+02   3.01790599e+02   8.82428292e+00           galaxy
  10430000737018   7.48735784e+00  -4.47272789e+01   3.06097916e+02   1.76637631e+03   3.90000000e+01   3.45398297e+01   1.11777467e+01           galaxy
  10430000737019   7.48718527e+00  -4.47271095e+01   2.99397003e+02   1.76861412e+03   2.20000000e+01   2.15844183e+01   1.16881963e+01           galaxy
  10430000737138   7.60808882e+00  -4.46934984e+01   1.88243268e+03   4.48192389e+03   1.49200000e+03   1.46344456e+03   7.11010650e+00           galaxy
  10430000737234   7.58895506e+00  -4.47040783e+01   1.73893042e+03   3.90462537e+03   9.00000000e+01   7.93646872e+01   1.02744789e+01           galaxy
  10430000738519   7.60724436e+00  -4.48011251e+01   4.06263687e+03   1.44111847e+03   1.31000000e+02   1.19263186e+02   9.83228117e+00           galaxy
  10430000739018   7.64836705e+00  -4.47876325e+01   4.55880110e+03   2.42053628e+03   1.25470000e+04   1.24720010e+04   4.78370685e+00           galaxy
  10430000739535   7.61953255e+00  -4.47189804e+01   2.61728629e+03   3.93203026e+03   2.02000000e+02   1.89293701e+02   9.33070678e+00           galaxy
  10430000739538   7.62126134e+00  -4.47178125e+01   2.62593046e+03   3.99014376e+03   1.35500000e+03   1.32780542e+03   7.21571110e+00           galaxy
  10430000739539   7.62092057e+00  -4.47177993e+01   2.61926158e+03   3.98553783e+03   3.90000000e+01   3.52731613e+01   1.11549362e+01           galaxy
  10430000739873   7.47956955e+00  -4.47205545e+01   2.25461879e+01   1.84139494e+03   2.14000000e+02   2.01094639e+02   9.26504596e+00           galaxy
  10430000740043   7.43984290e+00  -4.47381560e+01  -3.62311987e+02   7.65152167e+02   6.48100000e+03   6.42603245e+03   5.50368990e+00           galaxy
  10430000740361   7.49735685e+00  -4.47262548e+01   4.72703673e+02   1.94148114e+03   3.73000000e+02   3.56793825e+02   8.64250387e+00           galaxy
  10430000740362   7.49800929e+00  -4.47267592e+01   4.95251602e+02   1.93684831e+03   3.74200000e+03   3.69955385e+03   6.10317381e+00           galaxy
  10430000741650   7.50773243e+00  -4.47945349e+01   2.06275533e+03   1.73685664e+02   8.00000000e+01   6.86462485e+01   1.04320052e+01           galaxy
  10430000742465   7.46533220e+00  -4.47171892e+01  -3.13288854e+02   1.72754055e+03   4.00000000e+01   3.61999563e+01   1.11267771e+01           galaxy
  10430000742466   7.46427787e+00  -4.47178496e+01  -3.19556258e+02   1.69354374e+03   2.30000000e+01   2.27216918e+01   1.16324455e+01           galaxy
  10430000742512   7.44033434e+00  -4.47558771e+01   9.44953828e+00   2.74444009e+02   2.55000000e+02   2.40736229e+02   9.06969356e+00           galaxy
  10430000742513   7.44156180e+00  -4.47559185e+01   3.32952832e+01   2.91249510e+02   2.00000000e+01   1.91451679e+01   1.18183992e+01           galaxy
  10430000742604   7.54665406e+00  -4.48099913e+01   3.10784118e+03   3.07541763e+02   8.04000000e+02   7.82481983e+02   7.78986133e+00           galaxy
  10430000742657   7.43503518e+00  -4.47544992e+01  -1.18031682e+02   2.35579936e+02   1.04000000e+02   9.25856547e+01   1.01071879e+01           galaxy
  10430000743256   7.49035784e+00  -4.47454441e+01   7.33701665e+02   1.29967199e+03   1.00000000e+01   9.71047145e+00   1.25554464e+01           galaxy
  10430000743257   7.49027720e+00  -4.47452458e+01   7.28137039e+02   1.30406485e+03   4.72700000e+03   4.67992130e+03   5.84795082e+00           galaxy
  10430000743414   7.65898828e+00  -4.47689177e+01   4.37655476e+03   3.10222628e+03   1.25000000e+02   1.13634443e+02   9.88477222e+00           galaxy
  10430000743595   7.46142372e+00  -4.47144734e+01  -4.42130456e+02   1.74662827e+03   2.89300000e+03   2.85512566e+03   6.38448412e+00           galaxy
  10430000743638   7.60000215e+00  -4.47136497e+01   2.14173382e+03   3.79675537e+03   7.48400000e+03   7.42528530e+03   5.34676433e+00           galaxy
